Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA,Date
Quills,124,Biography; Drama,15-Dec-00,Doug Wright; Doug Wright,Geoffrey Rush; Kate Winslet; Joaquin Phoenix,70/100,7.3,"33,742","$13,500,000 ","$7,060,876 ",,R,15-Dec-00
Tigerland,101,Drama; War,24-May-01,Ross Klavan; Michael McGruther,Colin Farrell; Matthew Davis; Clifton Collins Jr.,55/100,7,"25,474","$10,000,000 ","$139,500 ",,R,24-May-01
Proof of Life,135,Action; Adventure; Drama,8-Dec-00,Tony Gilroy; William Prochnau,Meg Ryan; Russell Crowe; David Morse,45/100,6.1,"37,634","$65,000,000 ","$32,598,931 ",,R,8-Dec-00
Nine Queens,114,Crime; Drama; Thriller,31-Aug-00,Fabin Bielinsky,Ricardo Darn; Gastn Pauls; Leticia Brdice,80/100,7.8,"21,816","$1,500,000 ","$1,221,261 ",,R,31-Aug-00
Rules of Engagement,128,Action; Drama; Thriller,31-Mar-00,Jim Webb; Stephen Gaghan,Tommy Lee Jones; Samuel L. Jackson; Guy Pearce,45/100,6.2,"27,755","$60,000,000 ","$61,322,858 ",,R,31-Mar-00
Porno Film,80,Comedy,19-Oct-00,Damjan Kozole,Matjaz Latin; Natalia Danilova; Primoz Petkovsek,,5.1,406,,,,,19-Oct-00
The Crimson Rivers,106,Crime; Mystery; Thriller,27-Sep-00,Jean-Christophe Grang; Jean-Christophe Grang,Jean Reno; Vincent Cassel; Nadia Fars,49/100,6.8,"33,414",,"$69,316 ",,R,27-Sep-00
Ginger Snaps,108,Drama; Horror,11-May-01,Karen Walton; John Fawcett,Emily Perkins; Katharine Isabelle; Kris Lemche,70/100,6.7,"22,036","$5,000,000 ","$2,554 ",,,11-May-01
Bait,119,Action; Crime; Thriller,15-Sep-00,Andrew Scheinman; Adam Scheinman,Jamie Foxx; David Morse; Robert Pastorelli,39/100,5.6,"6,700","$35,000,000 ","$15,325,127 ",,R,15-Sep-00
Big Momma's House,98,Action; Comedy; Crime,2-Jun-00,Darryl Quarles; Darryl Quarles,Martin Lawrence; Nia Long; Paul Giamatti,33/100,4.8,"43,720","$30,000,000 ","$117,559,438 ",,PG-13,2-Jun-00
Get Carter,102,Action; Crime; Drama,6-Oct-00,Ted Lewis; David McKenna,Sylvester Stallone; Rachael Leigh Cook; Miranda Richardson,24/100,4.8,"19,453","$40,000,000 ","$14,967,182 ","$4,445,811 ",R,6-Oct-00
The Skulls,106,Crime; Drama; Thriller,31-Mar-00,John Pogue,Joshua Jackson; Paul Walker; Hill Harper,24/100,5.3,"20,065","$15,000,000 ","$35,007,180 ",,PG-13,31-Mar-00
Loser,98,Comedy; Romance,21-Jul-00,Amy Heckerling,Jason Biggs; Mena Suvari; Zak Orth,35/100,5.1,"17,705","$20,000,000 ","$15,464,026 ","$2,786,080 ",PG-13,21-Jul-00
Wonder Boys,107,Drama; Comedy,25-Feb-00,Michael Chabon; Steve Kloves,Michael Douglas; Tobey Maguire; Frances McDormand,73/100,7.4,"43,854","$35,000,000 ","$19,389,454 ","$8,312,406 ",R,25-Feb-00
Rape Me,77,Crime; Drama; Thriller,28-Jun-00,Virginie Despentes; Coralie,Raffala Anderson; Karen Lancaume; Cline Beugnot,35/100,4.4,"11,400",,"$5,793 ",,,28-Jun-00
The Lord of the Rings: The Fellowship of the Ring,178,Action; Adventure; Fantasy,19-Dec-01,J.R.R. Tolkien; Fran Walsh,Elijah Wood; Ian McKellen; Orlando Bloom,92/100,8.8,"699,189","$93,000,000 ","$315,544,750 ","$871,530,324 ",PG-13,19-Dec-01
Harry Potter and the Sorcerer's Stone,152,Adventure; Family; Fantasy,16-Nov-01,J.K. Rowling; Steve Kloves,Daniel Radcliffe; Rupert Grint; Richard Harris,64/100,7.3,"261,700","$125,000,000 ","$317,557,891 ","$974,755,371 ",PG,16-Nov-01
"Monsters, Inc.",92,Animation; Adventure; Comedy,2-Nov-01,Pete Docter; Jill Culton,Billy Crystal; John Goodman; Mary Gibbs,78/100,8,"278,381","$115,000,000 ","$289,587,423 ","$131,600,000 ",G,2-Nov-01
Donnie Darko,113,Drama; Mystery; Sci-Fi,30-Jan-02,Richard Kelly,Jake Gyllenhaal; Jena Malone; Mary McDonnell,71/100,8.1,"358,628","$4,500,000 ","$727,883 ",,R,30-Jan-02
A Beautiful Mind,135,Biography; Drama,4-Jan-02,Akiva Goldsman; Sylvia Nasar,Russell Crowe; Ed Harris; Jennifer Connelly,72/100,8.1,"297,156","$60,000,000 ","$170,708,996 ",,PG-13,4-Jan-02
Spirited Away,125,Animation; Adventure; Family,20-Jul-01,Hayao Miyazaki,Daveigh Chase; Suzanne Pleshette; Miyu Irino,94/100,8.6,"211,642",,"$10,049,886 ",,PG,20-Jul-01
Atlantis: The Lost Empire,95,Animation; Adventure; Family,15-Jun-01,Tab Murphy; Kirk Wise,Michael J. Fox; Jim Varney; Corey Burton,52/100,6.5,"37,619","$90,000,000 ","$84,052,762 ","$101,997,253 ",PG,15-Jun-01
Legally Blonde,96,Comedy; Romance,13-Jul-01,Amanda Brown; Karen McCullah Lutz,Reese Witherspoon; Luke Wilson; Selma Blair,59/100,6.1,"76,342","$18,000,000 ","$95,001,351 ",,PG-13,13-Jul-01
A Knight's Tale,132,Action; Adventure; Drama,11-May-01,Brian Helgeland,Heath Ledger; Mark Addy; Rufus Sewell,54/100,6.7,"89,071","$41,000,000 ","$56,083,966 ",,PG-13,11-May-01
The Fast and the Furious,106,Action; Crime; Thriller,22-Jun-01,Ken Li; Gary Scott Thompson,Vin Diesel; Paul Walker; Michelle Rodriguez,58/100,6.4,"146,696","$38,000,000 ","$144,533,925 ","$207,283,925 ",PG-13,22-Jun-01
Black Hawk Down,144,Drama; History; War,18-Jan-02,Mark Bowden; Ken Nolan,Josh Hartnett; Ewan McGregor; Tom Sizemore,74/100,7.7,"185,144","$92,000,000 ","$108,638,745 ",,R,18-Jan-02
Training Day,122,Crime; Drama; Thriller,5-Oct-01,David Ayer,Denzel Washington; Ethan Hawke; Scott Glenn,70/100,7.6,"182,425","$45,000,000 ","$76,261,036 ",,R,5-Oct-01
Ocean's Eleven,116,Crime; Thriller,7-Dec-01,George Clayton Johnson; Jack Golden Russell,George Clooney; Brad Pitt; Julia Roberts,74/100,7.7,"244,577","$85,000,000 ","$183,405,771 ","$184,000,000 ",PG-13,7-Dec-01
Shrek,90,Animation; Adventure; Comedy,18-May-01,William Steig; Ted Elliott,Mike Myers; Eddie Murphy; Cameron Diaz,84/100,7.9,"285,835","$60,000,000 ","$267,652,016 ",,PG,18-May-01
Blow,124,Biography; Crime; Drama,6-Apr-01,Bruce Porter; David McKenna,Johnny Depp; Penlope Cruz; Franka Potente,52/100,7.5,"128,864","$30,000,000 ","$52,937,130 ",,R,6-Apr-01
Amlie,122,Comedy; Romance,25-Apr-01,Guillaume Laurant; Jean-Pierre Jeunet,Audrey Tautou; Mathieu Kassovitz; Rufus,69/100,8.5,"315,367",,"$33,201,661 ",,R,25-Apr-01
Moulin Rouge!,127,Drama; Musical; Romance,1-Jun-01,Baz Luhrmann; Craig Pearce,Nicole Kidman; Ewan McGregor; John Leguizamo,66/100,7.6,"160,626","$52,500,000 ","$57,386,369 ","$179,213,434 ",PG-13,1-Jun-01
Pearl Harbor,183,Action; Drama; Romance,25-May-01,Randall Wallace,Ben Affleck; Kate Beckinsale; Josh Hartnett,44/100,5.7,"162,837","$140,000,000 ","$198,539,855 ",,PG-13,25-May-01
Not Another Teen Movie,89,Comedy,14-Dec-01,Mike Bender; Adam Jay Epstein,Chyler Leigh; Jaime Pressly; Chris Evans,32/100,5.5,"57,312","$16,000,000 ","$37,882,551 ","$28,216,048 ",R,14-Dec-01
Lara Croft: Tomb Raider,100,Action; Adventure; Fantasy,15-Jun-01,Sara B. Cooper; Mike Werb,Angelina Jolie; Jon Voight; Iain Glen,33/100,5.6,"100,973","$115,000,000 ","$131,144,183 ","$274,703,340 ",PG-13,15-Jun-01
Mulholland Dr.,147,Drama; Mystery; Thriller,21-Nov-01,David Lynch,Naomi Watts; Laura Harring; Justin Theroux,81/100,7.9,"160,937","$15,000,000 ","$7,219,578 ","$20,112,339 ",R,21-Nov-01
Hannibal,131,Crime; Drama; Thriller,9-Feb-01,Thomas Harris; David Mamet,Anthony Hopkins; Julianne Moore; Gary Oldman,57/100,6.6,"137,976","$87,000,000 ","$165,091,464 ","$351,692,268 ",R,9-Feb-01
Vanilla Sky,136,Mystery; Romance; Sci-Fi,14-Dec-01,Alejandro Amenbar; Mateo Gil,Tom Cruise; Penlope Cruz; Cameron Diaz,45/100,6.8,"144,760","$68,000,000 ","$100,614,858 ","$203,388,341 ",R,14-Dec-01
Scary Movie 2,83,Comedy,4-Jul-01,Shawn Wayans; Marlon Wayans,Anna Faris; Marlon Wayans; Anthony Acker,29/100,5,"78,186","$45,000,000 ","$71,277,420 ","$141,220,678 ",R,4-Jul-01
Zoolander,89,Comedy,28-Sep-01,Drake Sather; Ben Stiller,Ben Stiller; Owen Wilson; Christine Taylor,61/100,6.5,"121,495","$28,000,000 ","$45,162,741 ","$60,780,981 ",PG-13,28-Sep-01
Super Troopers,100,Comedy; Crime; Mystery,15-Feb-02,Jay Chandrasekhar; Kevin Heffernan,Jay Chandrasekhar; Kevin Heffernan; Andr Vippolis,48/100,6.9,"50,504","$3,000,000 ","$18,488,314 ",,R,15-Feb-02
Jay and Silent Bob Strike Back,104,Comedy,24-Aug-01,Kevin Smith; Kevin Smith,Jason Mewes; Kevin Smith; Ben Affleck,51/100,6.8,"95,725","$22,000,000 ","$30,059,386 ",,R,24-Aug-01
A.I. Artificial Intelligence,146,Adventure; Drama; Sci-Fi,29-Jun-01,Brian Aldiss; Ian Watson,Haley Joel Osment; Jude Law; Frances O'Connor,65/100,7,"160,811","$90,000,000 ","$78,616,689 ","$235,927,000 ",PG-13,29-Jun-01
I Am Sam,132,Drama,25-Jan-02,Kristine Johnson; Jessie Nelson,Sean Penn; Michelle Pfeiffer; Dakota Fanning,28/100,7.4,"81,271","$22,000,000 ","$40,270,895 ","$57,506,287 ",PG-13,25-Jan-02
American Pie 2,108,Comedy; Romance,10-Aug-01,Adam Herz; David H. Steinberg,Jason Biggs; Seann William Scott; Shannon Elizabeth,43/100,6.3,"132,236","$30,000,000 ","$145,103,595 ","$142,405,000 ",R,10-Aug-01
Jurassic Park III,92,Action; Adventure; Fantasy,18-Jul-01,Michael Crichton; Peter Buchman,Sam Neill; William H. Macy; Ta Leoni,42/100,5.8,"121,972","$93,000,000 ","$181,166,115 ","$365,900,000 ",PG-13,18-Jul-01
The Others,104,Drama; Horror; Mystery,10-Aug-01,Alejandro Amenbar,Nicole Kidman; Christopher Eccleston; Fionnula Flanagan,74/100,7.6,"173,541","$17,000,000 ","$96,471,845 ","$209,800,000 ",PG-13,10-Aug-01
Planet of the Apes,119,Action; Adventure; Sci-Fi,27-Jul-01,Pierre Boulle; William Broyles Jr.,Mark Wahlberg; Helena Bonham Carter; Tim Roth,50/100,5.6,"123,215","$100,000,000 ","$180,011,740 ","$362,211,740 ",PG-13,27-Jul-01
The Mummy Returns,130,Action; Adventure; Fantasy,4-May-01,Stephen Sommers,Brendan Fraser; Rachel Weisz; John Hannah,48/100,6.2,"156,457","$98,000,000 ","$202,007,640 ","$433,013,274 ",PG-13,4-May-01
Swordfish,99,Action; Crime; Thriller,8-Jun-01,Skip Woods,John Travolta; Hugh Jackman; Halle Berry,32/100,6.4,"112,540","$80,000,000 ","$69,772,969 ",,R,8-Jun-01
Enemy at the Gates,131,Drama; History; Thriller,16-Mar-01,Jean-Jacques Annaud; Alain Godard,Jude Law; Ed Harris; Joseph Fiennes,53/100,7.5,"115,599","$68,000,000 ","$51,396,781 ","$96,976,270 ",R,16-Mar-01
Save the Last Dance,112,Drama; Music; Romance,12-Jan-01,Duane Adler; Duane Adler,Julia Stiles; Sean Patrick Thomas; Kerry Washington,53/100,5.9,"32,681","$13,000,000 ","$91,038,276 ",,PG-13,12-Jan-01
The Royal Tenenbaums,110,Comedy; Drama,14-Dec-01,Wes Anderson; Owen Wilson,Gene Hackman; Gwyneth Paltrow; Anjelica Huston,75/100,7.6,"135,174","$21,000,000 ","$52,353,636 ","$19,077,240 ",R,14-Dec-01
The Princess Diaries,115,Comedy; Family; Romance,3-Aug-01,Meg Cabot; Gina Wendkos,Julie Andrews; Anne Hathaway; Hector Elizondo,52/100,5.9,"51,134","$37,000,000 ","$108,244,774 ","$165,335,153 ",G,3-Aug-01
Tomcats,95,Comedy,30-Mar-01,Gregory Poirier,Shannon Elizabeth; Jerry O'Connell; Jake Busey,15/100,5,"12,216","$11,000,000 ","$13,558,739 ",,R,30-Mar-01
Bridget Jones's Diary,97,Comedy; Drama; Romance,13-Apr-01,Helen Fielding; Helen Fielding,Rene Zellweger; Colin Firth; Hugh Grant,66/100,6.7,"106,277","$26,000,000 ","$71,500,556 ",,R,13-Apr-01
The Experiment,120,Drama; Thriller,8-Mar-01,Mario Giordano; Mario Giordano,Moritz Bleibtreu; Christian Berkel; Oliver Stokowski,60/100,7.8,"50,530",,"$141,072 ",,R,8-Mar-01
Serendipity,90,Comedy; Romance; Fantasy,5-Oct-01,Marc Klein,John Cusack; Kate Beckinsale; Jeremy Piven,52/100,6.7,"58,147","$28,000,000 ","$50,255,310 ",,PG-13,5-Oct-01
Rat Race,112,Adventure; Comedy,17-Aug-01,Andy Breckman,Breckin Meyer; Amy Smart; Whoopi Goldberg,52/100,6.3,"68,953","$48,000,000 ","$56,607,223 ",,PG-13,17-Aug-01
Original Sin,116,Drama; Mystery; Romance,3-Aug-01,Cornell Woolrich; Michael Cristofer,Antonio Banderas; Angelina Jolie; Thomas Jane,33/100,5.8,"30,648","$42,000,000 ","$16,252,765 ","$35,402,000 ",R,3-Aug-01
Spy Kids,88,Action; Adventure; Comedy,30-Mar-01,Robert Rodriguez,Alexa Vega; Daryl Sabara; Antonio Banderas,71/100,5.5,"51,499","$35,000,000 ","$112,692,062 ",,PG,30-Mar-01
Rush Hour 2,90,Action; Comedy; Crime,3-Aug-01,Ross LaManna; Jeff Nathanson,Jackie Chan; Chris Tucker; John Lone,48/100,6.4,"100,280","$90,000,000 ","$226,138,454 ","$347,325,802 ",PG-13,3-Aug-01
Spy Game,126,Action; Crime; Thriller,21-Nov-01,Michael Frost Beckner; Michael Frost Beckner,Robert Redford; Brad Pitt; Catherine McCormack,63/100,6.9,"84,269","$92,000,000 ","$62,326,785 ","$143,049,560 ",R,21-Nov-01
Wet Hot American Summer,97,Comedy; Romance,11-Apr-02,Michael Showalter; David Wain,Janeane Garofalo; David Hyde Pierce; Michael Showalter,42/100,6.5,"17,152","$5,000,000 ","$292,102 ",,R,11-Apr-02
Sweet November,119,Drama; Romance,16-Feb-01,Herman Raucher; Paul Yurick,Keanu Reeves; Charlize Theron; Jason Isaacs,27/100,6.4,"45,359","$40,000,000 ","$25,178,165 ",,PG-13,16-Feb-01
Y Tu Mam Tambin,106,Drama,8-Jun-01,Alfonso Cuarn; Carlos Cuarn,Maribel Verd; Gael Garca Bernal; Diego Luna,88/100,7.6,"63,469","$2,000,000 ","$13,622,333 ",,R,8-Jun-01
Joe Dirt,91,Adventure; Comedy; Drama,11-Apr-01,David Spade; Fred Wolf,David Spade; Brittany Daniel; Dennis Miller,20/100,5.5,"27,599","$17,700,000 ","$27,087,695 ",,PG-13,11-Apr-01
Gosford Park,137,Drama; Mystery,4-Jan-02,Robert Altman; Bob Balaban,Maggie Smith; Ryan Phillippe; Michael Gambon,90/100,7.3,"49,535","$19,800,000 ","$41,308,615 ","$87,754,044 ",R,4-Jan-02
From Hell,122,Crime; Horror; Mystery,19-Oct-01,Alan Moore; Eddie Campbell,Johnny Depp; Heather Graham; Ian Holm,54/100,6.8,"87,371","$35,000,000 ","$31,598,308 ","$38,700,761 ",R,19-Oct-01
Monster's Ball,111,Drama; Romance,8-Feb-02,Milo Addica; Will Rokos,Billy Bob Thornton; Halle Berry; Taylor Simpson,69/100,7.1,"55,700","$4,000,000 ","$31,252,964 ",,R,8-Feb-02
Thir13en Ghosts,91,Horror; Mystery; Thriller,26-Oct-01,Robb White; Benjamin Carr,Tony Shalhoub; Shannon Elizabeth; Embeth Davidtz,30/100,5.3,"43,948","$20,000,000 ","$41,867,960 ","$26,600,000 ",R,26-Oct-01
Sex and Lucia,128,Drama; Romance,24-Aug-01,Julio Medem,Paz Vega; Tristn Ulloa; Najwa Nimri,65/100,7.2,"21,034",,"$1,490,177 ",,R,24-Aug-01
Ghost World,111,Comedy; Drama,18-Oct-01,Daniel Clowes; Daniel Clowes,Steve Buscemi; Thora Birch; Scarlett Johansson,88/100,7.5,"68,277","$7,000,000 ","$6,200,756 ","$8,761,393 ",R,18-Oct-01
Ali,157,Biography; Drama; Sport,25-Dec-01,Gregory Allen Howard; Stephen J. Rivele,Will Smith; Jamie Foxx; Jon Voight,65/100,6.7,"53,211","$107,000,000 ","$58,183,966 ","$29,510,720 ",R,25-Dec-01
O,95,Drama; Romance; Thriller,31-Aug-01,William Shakespeare; Brad Kaaya,Mekhi Phifer; Julia Stiles; Josh Hartnett,53/100,6,"14,311","$5,000,000 ","$16,017,403 ",,R,31-Aug-01
K-PAX,120,Drama; Sci-Fi,26-Oct-01,Gene Brewer; Charles Leavitt,Kevin Spacey; Jeff Bridges; Mary McCormack,49/100,7.2,"93,706","$48,000,000 ","$50,315,140 ",,PG-13,26-Oct-01
Kate &amp; Leopold,118,Comedy; Fantasy; Romance,25-Dec-01,Steven Rogers; James Mangold,Meg Ryan; Hugh Jackman; Liev Schreiber,44/100,6.2,"42,945","$48,000,000 ","$47,095,453 ",,PG-13,25-Dec-01
Behind Enemy Lines,106,Action; War; Drama,30-Nov-01,Jim Thomas; John Thomas,Gene Hackman; Owen Wilson; Gabriel Macht,49/100,6.2,"59,362","$40,000,000 ","$59,068,786 ",,PG-13,30-Nov-01
Bully,113,Crime; Drama; Thriller,12-Dec-01,Jim Schutze; David McKenna,Brad Renfro; Nick Stahl; Bijou Phillips,45/100,7,"22,609",,"$1,537,670 ",,R,12-Dec-01
The Hole,102,Drama; Horror; Mystery,20-Apr-01,Guy Burt; Ben Court,Thora Birch; Desmond Harrington; Daniel Brocklebank,,6.2,"29,435",,,,R,20-Apr-01
Evolution,101,Comedy; Sci-Fi,8-Jun-01,Don Jakoby; David Diamond,David Duchovny; Orlando Jones; Julianne Moore,40/100,5.9,"73,376","$80,000,000 ","$38,311,134 ",,PG-13,8-Jun-01
The Piano Teacher,131,Drama; Music; Thriller,5-Sep-01,Michael Haneke; Elfriede Jelinek,Isabelle Huppert; Annie Girardot; Benot Magimel,79/100,7.3,"23,811",,"$1,900,282 ",,R,5-Sep-01
How High,93,Comedy,21-Dec-01,Dustin Lee Abraham,Method Man; Redman; Obba Babatund,29/100,5.8,"27,833","$12,000,000 ","$31,155,435 ",,R,21-Dec-01
Session 9,97,Horror; Mystery; Thriller,14-Sep-01,Brad Anderson; Stephen Gevedon,David Caruso; Stephen Gevedon; Paul Guilfoyle,58/100,6.6,"29,414","$1,500,000 ","$373,967 ",,R,14-Sep-01
The Wedding Planner,103,Comedy; Romance,26-Jan-01,Pamela Falk; Michael Ellis,Jennifer Lopez; Matthew McConaughey; Bridgette Wilson-Sampras,33/100,4.9,"37,486","$35,000,000 ","$60,400,856 ",,PG-13,26-Jan-01
Shallow Hal,114,Comedy; Drama; Fantasy,9-Nov-01,Sean Moynihan; Peter Farrelly,Jack Black; Gwyneth Paltrow; Jason Alexander,48/100,5.9,"73,818","$40,000,000 ","$70,836,296 ","$141,069,860 ",PG-13,9-Nov-01
The Score,124,Action; Crime; Thriller,13-Jul-01,Daniel E. Taylor; Kario Salem,Robert De Niro; Edward Norton; Marlon Brando,71/100,6.8,"72,030","$68,000,000 ","$71,069,884 ","$113,579,918 ",R,13-Jul-01
Baby Boy,130,Comedy; Crime; Drama,29-Jun-01,John Singleton,AlexSandra Wright; Tyrese Gibson; Taraji P. Henson,55/100,6,"6,421","$16,000,000 ","$28,734,552 ",,R,29-Jun-01
The One,87,Action; Sci-Fi; Thriller,2-Nov-01,Glen Morgan; James Wong,Jet Li; Carla Gugino; Delroy Lindo,25/100,5.8,"55,435","$49,000,000 ","$43,905,746 ","$28,783,380 ",PG-13,2-Nov-01
Intimacy,119,Adult; Drama; Romance,28-Mar-01,Hanif Kureishi; Anne-Louise Trividic,Mark Rylance; Kerry Fox; Susannah Harker,69/100,6.2,"6,543",,"$103,440 ",,R,28-Mar-01
Jeepers Creepers,90,Horror; Mystery,31-Aug-01,Victor Salva,Gina Philips; Justin Long; Jonathan Breck,49/100,5.9,"55,686","$10,000,000 ","$37,470,017 ","$21,313,614 ",R,31-Aug-01
Waking Life,99,Animation; Drama,7-Mar-02,Richard Linklater,Ethan Hawke; Trevor Jack Brooks; Lorelei Linklater,82/100,7.5,"31,847",,"$2,892,011 ",,R,7-Mar-02
Final Fantasy: The Spirits Within,106,Animation; Action; Adventure,11-Jul-01,Hironobu Sakaguchi; Al Reinert,Alec Baldwin; Steve Buscemi; Ming-Na Wen,49/100,6.4,"55,282","$137,000,000 ","$32,131,830 ","$85,131,830 ",PG-13,11-Jul-01
Sugar &amp; Spice,81,Comedy; Crime,26-Jan-01,Mandy Nelson,Marla Sokoloff; Marley Shelton; Melissa George,48/100,5.3,"8,861","$11,000,000 ","$13,276,953 ",,PG-13,26-Jan-01
The Man Who Wasn't There,116,Crime; Drama,26-Oct-01,Joel Coen; Ethan Coen,Billy Bob Thornton; Frances McDormand; Michael Badalucco,73/100,7.6,"61,536","$20,000,000 ","$7,494,849 ",,R,26-Oct-01
Along Came a Spider,104,Crime; Mystery; Thriller,6-Apr-01,James Patterson; Marc Moss,Morgan Freeman; Michael Wincott; Monica Potter,42/100,6.2,"39,519","$60,000,000 ","$74,058,698 ",,R,6-Apr-01
My Sassy Girl,137,Comedy; Drama; Romance,27-Jul-01,Ho-sik Kim; Jae-young Kwak,Tae-hyun Cha; Gianna Jun; Jin-hie Han,,8.1,"25,042",,,,,27-Jul-01
Frailty,100,Crime; Drama; Thriller,12-Apr-02,Brent Hanley,Bill Paxton; Matthew McConaughey; Powers Boothe,64/100,7.3,"40,599","$11,000,000 ","$13,103,828 ",,R,12-Apr-02
The Mexican,123,Adventure; Comedy; Crime,2-Mar-01,J.H. Wyman,Brad Pitt; Julia Roberts; James Gandolfini,43/100,6,"61,562","$34,000,000 ","$66,808,615 ","$147,845,033 ",R,2-Mar-01
Rock Star,105,Comedy; Drama; Music,7-Sep-01,John Stockwell,Mark Wahlberg; Jennifer Aniston; Dominic West,54/100,5.9,"24,374","$57,000,000 ","$16,991,902 ","$19,334,145 ",R,7-Sep-01
The Animal,84,Comedy,1-Jun-01,Tom Brady; Tom Brady,Rob Schneider; Colleen Haskell; John C. McGinley,43/100,4.6,"32,604","$22,000,000 ","$55,762,229 ",,PG-13,1-Jun-01
The Devil's Backbone,106,Drama; Horror,20-Apr-01,Guillermo del Toro; Antonio Trashorras,Marisa Paredes; Eduardo Noriega; Federico Luppi,77/100,7.5,"30,997","$4,500,000 ","$754,749 ",,R,20-Apr-01
Shaolin Soccer,87,Action; Comedy; Sport,12-Jul-01,Stephen Chow; Chi Keung Fung,Stephen Chow; Wei Zhao; Yat-fei Wong,68/100,7.2,"36,370",,"$488,872 ","$42,776,760 ",PG-13,12-Jul-01
Kiss of the Dragon,98,Action; Crime; Thriller,6-Jul-01,Jet Li; Luc Besson,Jet Li; Bridget Fonda; Tchky Karyo,58/100,6.5,"39,139","$25,000,000 ","$36,833,473 ","$27,592,723 ",R,6-Jul-01
Out Cold,89,Comedy; Sport,21-Nov-01,Jon Zack,Flex Alexander; David Denman; A.J. Cook,22/100,6,"11,447","$11,000,000 ","$13,903,262 ",,PG-13,21-Nov-01
Hard Ball,106,Drama; Sport,14-Sep-01,Daniel Coyle; John Gatins,Keanu Reeves; Diane Lane; John Hawkes,48/100,6.1,"15,510","$21,000,000 ","$40,219,708 ",,PG-13,14-Sep-01
Bandits,123,Comedy; Crime; Drama,12-Oct-01,Harley Peyton,Bruce Willis; Billy Bob Thornton; Cate Blanchett,60/100,6.5,"43,556","$80,000,000 ","$41,523,271 ",,PG-13,12-Oct-01
Brotherhood of the Wolf,142,Action; History; Horror,31-Jan-01,Stphane Cabel; Stphane Cabel,Samuel Le Bihan; Mark Dacascos; Vincent Cassel,57/100,7,"39,935",,"$10,928,863 ","$70,752,904 ",R,31-Jan-01
The Glass House,106,Thriller,14-Sep-01,Wesley Strick,Diane Lane; Leelee Sobieski; Stellan Skarsgrd,34/100,5.7,"18,414","$22,000,000 ","$17,951,431 ",,PG-13,14-Sep-01
Joy Ride,97,Drama; Horror; Mystery,5-Oct-01,Clay Tarver; J.J. Abrams,Matthew Kimbrough; Leelee Sobieski; Steve Zahn,75/100,6.5,"37,469","$23,000,000 ","$21,973,182 ","$37,000,000 ",R,5-Oct-01
Life as a House,125,Drama,9-Nov-01,Mark Andrus,Hayden Christensen; Kevin Kline; Kristin Scott Thomas,45/100,7.4,"29,961","$18,000,000 ","$15,652,637 ","$5,920,746 ",R,9-Nov-01
Cats &amp; Dogs,87,Action; Adventure; Comedy,4-Jul-01,John Requa; Glenn Ficarra,Alec Baldwin; Tobey Maguire; Jeff Goldblum,47/100,5.1,"31,190","$60,000,000 ","$93,375,151 ",,PG,4-Jul-01
The Majestic,152,Drama,21-Dec-01,Michael Sloane,Jim Carrey; Martin Landau; Bob Balaban,27/100,6.8,"33,857","$72,000,000 ","$27,807,266 ","$37,317,558 ",PG,21-Dec-01
The Pledge,124,Drama; Crime; Mystery,19-Jan-01,Friedrich Drrenmatt; Jerzy Kromolowski,Jack Nicholson; Benicio Del Toro; Patricia Clarkson,71/100,6.8,"31,550","$45,000,000 ","$19,719,930 ","$29,419,291 ",R,19-Jan-01
Captain Corelli's Mandolin,131,Drama; Music; Romance,17-Aug-01,Shawn Slovo; Louis de Bernires,Nicolas Cage; Penlope Cruz; John Hurt,36/100,5.7,"21,170","$57,000,000 ","$25,543,895 ","$36,569,000 ",R,17-Aug-01
xXx,124,Action; Thriller,9-Aug-02,Rich Wilkes,Vin Diesel; Asia Argento; Marton Csokas,48/100,5.7,"98,452","$70,000,000 ","$142,109,382 ","$277,448,382 ",PG-13,9-Aug-02
The Lord of the Rings: The Two Towers,179,Action; Adventure; Fantasy,18-Dec-02,J.R.R. Tolkien; Fran Walsh,Elijah Wood; Ian McKellen; Viggo Mortensen,88/100,8.7,"605,370","$94,000,000 ","$342,551,365 ","$926,047,111 ",PG-13,18-Dec-02
City of God,130,Crime; Drama,30-Aug-02,Paulo Lins; Brulio Mantovani,Alexandre Rodrigues; Matheus Nachtergaele; Leandro Firmino,79/100,8.7,"309,573","$3,300,000 ","$7,563,397 ","$18,062,482 ",R,30-Aug-02
Spider-Man,121,Action; Adventure; Fantasy,3-May-02,Stan Lee; Steve Ditko,Tobey Maguire; Kirsten Dunst; Willem Dafoe,73/100,7.3,"312,619","$139,000,000 ","$403,706,375 ","$399,200,000 ",PG-13,3-May-02
A Walk to Remember,101,Drama; Romance,25-Jan-02,Nicholas Sparks; Karen Janszen,Mandy Moore; Shane West; Peter Coyote,35/100,7.2,"92,392","$11,000,000 ","$41,227,069 ",,PG,25-Jan-02
Harry Potter and the Chamber of Secrets,161,Adventure; Family; Fantasy,15-Nov-02,J.K. Rowling; Steve Kloves,Daniel Radcliffe; Rupert Grint; Emma Watson,63/100,7.2,"233,780","$100,000,000 ","$261,970,615 ","$878,979,634 ",PG,15-Nov-02
