Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA,Date
Abbott and Costello Meet the Invisible Man,82,Comedy; Horror; Sci-Fi,7-Mar-51,Hugh Wedlock Jr.; Howard Snyder,Bud Abbott; Lou Costello; Nancy Guild,,6.7,"2,682","$627,000 ",,,,7-Mar-51
Five,93,Drama; Horror; Sci-Fi,25-Apr-51,Arch Oboler; James Weldon Johnson,William Phipps; Susan Douglas Rubes; James Anderson,,6.4,591,,,,,25-Apr-51
Pandora and the Flying Dutchman,122,Drama; Fantasy; Mystery,15-Oct-51,Albert Lewin,James Mason; Ava Gardner; Nigel Patrick,,6.9,"1,331","$1,500,000 ",,,,15-Oct-51
Superman and the Mole-Men,58,Action; Drama; Family,23-Nov-51,Robert Maxwell,George Reeves; Phyllis Coates; Jeff Corey,,5.8,609,"$275,000 ",,,,23-Nov-51
His Kind of Woman,120,Comedy; Crime; Film-Noir,29-Aug-51,Frank Fenton; Jack Leonard,Robert Mitchum; Jane Russell; Vincent Price,,7.1,"1,866",,,,,29-Aug-51
The Browning Version,90,Drama,Apr-51,Terence Rattigan; Terence Rattigan,Michael Redgrave; Jean Kent; Nigel Patrick,,7.9,"2,365",,,,,Apr-51
Fixed Bayonets!,92,Action; Drama; War,Dec-51,Samuel Fuller; John Brophy,Richard Basehart; Gene Evans; Michael O'Shea,,7,834,,,,,Dec-51
Distant Drums,101,Action; Western,29-Dec-51,Niven Busch; Martin Rackin,Gary Cooper; Mari Aldon; Richard Webb,,6.4,732,,,,,29-Dec-51
No Highway in the Sky,98,Drama; Thriller,21-Sep-51,Nevil Shute; R.C. Sherriff,James Stewart; Marlene Dietrich; Glynis Johns,,7.1,"1,525",,,,,21-Sep-51
I'll See You in My Dreams,110,Biography; Comedy; Musical,24-Oct-52,Melville Shavelson; Jack Rose,Doris Day; Danny Thomas; Frank Lovejoy,,6.7,464,,,,,24-Oct-52
Death of a Salesman,115,Drama,9-May-52,Arthur Miller; Stanley Roberts,Fredric March; Mildred Dunnock; Kevin McCarthy,,7.3,444,,,,,9-May-52
Father's Little Dividend,82,Comedy; Romance,27-Apr-51,Albert Hackett; Frances Goodrich,Spencer Tracy; Joan Bennett; Elizabeth Taylor,,6.6,"1,880",,,,,27-Apr-51
The Racket,88,Crime; Film-Noir; Drama,12-Dec-51,William Wister Haines; W.R. Burnett,Robert Mitchum; Lizabeth Scott; Robert Ryan,,6.7,"1,225",,,,,12-Dec-51
The People Against O'Hara,102,Crime; Drama; Film-Noir,1-Sep-51,Eleazar Lipsky; John Monks Jr.,Spencer Tracy; Pat O'Brien; Diana Lynn,,6.7,497,,,,,1-Sep-51
The Man from Planet X,70,Horror; Romance; Sci-Fi,27-Apr-51,Aubrey Wisberg; Jack Pollexfen,Robert Clarke; Margaret Field; Raymond Bond,,5.7,"1,040","$50,000 ",,,,27-Apr-51
Storm Warning,93,Drama; Film-Noir,10-Feb-51,Daniel Fuchs; Richard Brooks,Ginger Rogers; Ronald Reagan; Doris Day,,7,594,,,,,10-Feb-51
The Steel Helmet,85,Action; Drama; War,2-Feb-51,Samuel Fuller,Gene Evans; Robert Hutton; Steve Brodie,,7.5,"1,687","$103,000 ",,,,2-Feb-51
Sugarfoot,80,Western; Action; Romance,3-Aug-51,Russell S. Hughes; Clarence Budington Kelland,Randolph Scott; Adele Jergens; Raymond Massey,,6.2,89,,,,,3-Aug-51
Love Nest,84,Comedy; Drama; Romance,10-Oct-51,I.A.L. Diamond; Scott Corbett,June Haver; William Lundigan; Frank Fay,,6.2,427,,,,,10-Oct-51
Across the Wide Missouri,78,Adventure; Romance; Western,23-Oct-51,Talbot Jennings; Talbot Jennings,Clark Gable; Ricardo Montalban; John Hodiak,,6.1,982,"$5,000,000 ",,,,23-Oct-51
Decision Before Dawn,119,Drama; War,25-Feb-52,Peter Viertel; George Howe,Richard Basehart; Gary Merrill; Oskar Werner,,7.4,"1,173",,,,,25-Feb-52
Utopia,82,Comedy,14-Dec-54,Monte Collins; Lo Joannon,Stan Laurel; Oliver Hardy; Suzy Delair,,5.3,"1,020",,,,,14-Dec-54
Here Comes the Groom,113,Comedy; Musical; Romance,20-Sep-51,Robert Riskin; Liam O'Brien,Bing Crosby; Jane Wyman; Alexis Smith,,6,566,"$2,117,000 ",,,,20-Sep-51
Flight to Mars,72,Sci-Fi,11-Nov-51,Arthur Strawn,Marguerite Chapman; Cameron Mitchell; Arthur Franz,,5.1,392,,,,,11-Nov-51
Miss Julie,90,Drama; Romance,30-Jul-51,Alf Sjberg; August Strindberg,Anita Bjrk; Ulf Palme; Mrta Dorff,,7.4,746,,,,,30-Jul-51
Only the Valiant,105,Adventure; Western,13-Apr-51,Edmund H. North; Harry Brown,Gregory Peck; Barbara Payton; Ward Bond,,6.5,505,,,,,13-Apr-51
Go for Broke!,92,Drama; History; War,22-Sep-51,Robert Pirosh,Van Johnson; Lane Nakano; George Miki,,6.7,692,,,,,22-Sep-51
Susana,86,Drama,1953,Luis Buuel; Manuel Reachi,Fernando Soler; Rosita Quintana; Vctor Manuel Mendoza,,7.2,826,,,,,1953
The Magic Box,118,Biography; Drama,21-Jan-52,Ray Allister; Eric Ambler,Rene Asherson; Richard Attenborough; Robert Donat,,7.1,519,,,,,21-Jan-52
The Great Caruso,109,Biography; Drama; Music,27-Aug-51,William Ludwig,Mario Lanza; Ann Blyth; Dorothy Kirsten,,6.4,657,,,,,27-Aug-51
On the Riviera,89,Comedy; Musical,May-51,Valentine Davies; Phoebe Ephron,Danny Kaye; Gene Tierney; Corinne Calvet,,6.4,386,,"$2,500,000 ",,,May-51
Let's Make It Legal,77,Comedy; Drama; Romance,11-Jul-52,Mortimer Braus; I.A.L. Diamond,Claudette Colbert; Macdonald Carey; Zachary Scott,,6,447,,,,,11-Jul-52
Follow the Sun,93,Biography; Drama; Sport,May-51,Frederick Hazlitt Brennan; Frederick Hazlitt Brennan,Glenn Ford; Anne Baxter; Dennis O'Keefe,,6.1,173,,,,,May-51
That's My Boy,104,Comedy; Music; Sport,31-May-51,Cy Howard,Dean Martin; Jerry Lewis; Ruth Hussey,,6.1,426,,,,,31-May-51
I'll Never Forget You,90,Drama; Fantasy; Romance,7-Dec-51,John L. Balderston; Ranald MacDougall,Tyrone Power; Ann Blyth; Michael Rennie,,6.8,328,,,,,7-Dec-51
Cry Danger,79,Crime; Film-Noir; Drama,21-Feb-51,William Bowers; Jerome Cady,Dick Powell; Rhonda Fleming; Richard Erdman,,7.1,791,,,,,21-Feb-51
Laughter in Paradise,93,Comedy,11-Nov-51,Jack Davies; Michael Pertwee,Alastair Sim; Fay Compton; Guy Middleton,,7,430,,,,,11-Nov-51
You're in the Navy Now,93,Comedy; War,16-May-51,John W. Hazard; Richard Murphy,Gary Cooper; Jane Greer; Millard Mitchell,,6.2,290,,,,,16-May-51
The Prowler,92,Drama; Film-Noir; Thriller,3-Dec-51,Robert Thoeren; Hans Wilhelm,Van Heflin; Evelyn Keyes; John Maxwell,,7.2,936,,,,,3-Dec-51
Jim Thorpe -- All-American,107,Biography; Drama; Sport,24-Aug-51,Douglas Morrow; Everett Freeman,Burt Lancaster; Charles Bickford; Steve Cochran,,6.9,997,,,,,24-Aug-51
Lullaby of Broadway,92,Comedy; Musical; Romance,26-Dec-51,Earl Baldwin,Doris Day; Gene Nelson; S.Z. Sakall,,6.5,461,,,,,26-Dec-51
Rhubarb,94,Comedy; Family; Sport,8-Feb-52,Dorothy Davenport; Francis M. Cockrell,Ray Milland; Jan Sterling; Gene Lockhart,,6.7,353,,,,,8-Feb-52
The Mob,87,Crime; Film-Noir; Drama,17-Oct-51,William Bowers; Ferguson Findley,Broderick Crawford; Betty Buehler; Richard Kiley,,6.9,383,,,,,17-Oct-51
Home Town Story,61,Comedy; Drama; Romance,18-May-51,Arthur Pierson,Jeffrey Lynn; Donald Crisp; Marjorie Reynolds,,5,423,,,,,18-May-51
Anne of the Indies,81,Action; Adventure; Drama,18-Oct-51,Philip Dunne; Arthur Caesar,Jean Peters; Louis Jourdan; Debra Paget,,6.6,522,,,,,18-Oct-51
M,88,Drama; Film-Noir; Thriller,Mar-51,Leo Katcher; Norman Reilly Raine,David Wayne; Howard Da Silva; Martin Gabel,,6.7,418,,,,,Mar-51
As Young as You Feel,77,Comedy,11-Apr-52,Paddy Chayefsky; Lamar Trotti,Monty Woolley; Thelma Ritter; David Wayne,,6.5,454,,,,,11-Apr-52
The Texas Rangers,74,Western,3-Jun-51,Richard Schayer; Frank Gruber,George Montgomery; Gale Storm; Jerome Courtland,,6.1,81,,,,,3-Jun-51
The Frogmen,96,Adventure; War; Drama,8-Sep-51,John Tucker Battle; Oscar Millard,Richard Widmark; Dana Andrews; Gary Merrill,,6.6,590,,,,,8-Sep-51
Singin' in the Rain,103,Comedy; Musical; Romance,11-Apr-52,Adolph Green; Betty Comden,Gene Kelly; Donald O'Connor; Debbie Reynolds,,8.4,"90,323","$2,540,800 ",,"$7,665,000 ",,11-Apr-52
High Noon,85,Drama; Western,30-Jul-52,Carl Foreman; John W. Cunningham,Gary Cooper; Thomas Mitchell; Lloyd Bridges,89/100,8.2,"51,657","$750,000 ","$3,750,000 ","$18,000,000 ",PG,30-Jul-52
Limelight,137,Drama; Music,29-Oct-52,Charles Chaplin,Charles Chaplin; Claire Bloom; Nigel Bruce,,7.9,"8,639",,,,G,29-Oct-52
Les Miserables,105,Drama; History; Romance,14-Aug-52,Richard Murphy; Victor Hugo,Michael Rennie; Debra Paget; Robert Newton,,6.9,528,,,,,14-Aug-52
The Quiet Man,129,Comedy; Drama; Romance,14-Sep-52,Frank S. Nugent; Maurice Walsh,John Wayne; Maureen O'Hara; Barry Fitzgerald,,7.9,"19,041",,,,,14-Sep-52
Springfield Rifle,93,War; Western,25-Oct-52,Charles Marquis Warren; Frank Davis,Gary Cooper; Phyllis Thaxter; David Brian,,6.4,854,,,,,25-Oct-52
Moulin Rouge,119,Biography; Drama; Music,23-Dec-52,Pierre La Mure; Anthony Veiller,Jos Ferrer; Colette Marchand; Zsa Zsa Gabor,,7.1,"2,887","$1,500,000 ",,,,23-Dec-52
Ikiru,143,Drama,25-Mar-56,Akira Kurosawa; Shinobu Hashimoto,Takashi Shimura; Shin'ichi Himori; Haruo Tanaka,,8.3,"24,751",,"$55,240 ",,,25-Mar-56
Boots Malone,102,Drama; Sport,4-Jul-52,Milton Holmes,William Holden; Stanley Clements; Basil Ruysdael,,6.4,193,,,,,4-Jul-52
The Greatest Show on Earth,152,Drama; Family; Romance,May-52,Fredric M. Frank; Barr Lyndon,Betty Hutton; Cornel Wilde; Charlton Heston,,6.7,"6,175","$4,000,000 ","$14,000,000 ",,,May-52
Umberto D.,89,Drama,7-Nov-55,Cesare Zavattini,Carlo Battisti; Maria Pia Casilio; Lina Gennari,92/100,8.2,"11,679",,"$74,308 ",,,7-Nov-55
Ivanhoe,106,Action; Adventure; Drama,20-Feb-53,Noel Langley; neas MacKenzie,Robert Taylor; Elizabeth Taylor; Joan Fontaine,,6.8,"4,466","$3,842,000 ",,,,20-Feb-53
Phone Call from a Stranger,105,Drama,1-Feb-52,Nunnally Johnson; I.A.R. Wylie,Shelley Winters; Gary Merrill; Michael Rennie,,7,880,,,,,1-Feb-52
Monkey Business,97,Comedy; Sci-Fi,7-Nov-52,Ben Hecht; Charles Lederer,Cary Grant; Ginger Rogers; Charles Coburn,,7,"6,600",,,,,7-Nov-52
Forbidden Games,86,Drama; War,8-Dec-52,Jean Aurenche; Jean Aurenche,Georges Poujouly; Brigitte Fossey; Amde,,7.9,"5,924",,,,,8-Dec-52
Viva Zapata!,113,Biography; Drama; History,22-Aug-52,John Steinbeck,Marlon Brando; Jean Peters; Anthony Quinn,,7.4,"4,806",,,,,22-Aug-52
The Bad and the Beautiful,118,Drama; Romance,9-Feb-53,Charles Schnee; George Bradshaw,Lana Turner; Kirk Douglas; Walter Pidgeon,,7.8,"6,911","$1,558,000 ","$2,367,000 ","$3,373,000 ",,9-Feb-53
Full House,117,Drama,21-Nov-52,Lamar Trotti; Richard L. Breen,Fred Allen; Anne Baxter; Jeanne Crain,,7.1,914,,,,,21-Nov-52
The Snows of Kilimanjaro,114,Adventure; Drama; Romance,18-Dec-52,Casey Robinson,Gregory Peck; Susan Hayward; Ava Gardner,,6.2,"2,550",,,,,18-Dec-52
Bend of the River,91,Action; Adventure; Western,13-Feb-52,Borden Chase; William Gulick,James Stewart; Arthur Kennedy; Rock Hudson,,7.3,"3,791",,,,,13-Feb-52
Saikaku ichidai onna,133,Drama,20-Apr-64,Saikaku Ihara; Kenji Mizoguchi,Kinuyo Tanaka; Tsukie Matsuura; Ichir Sugai,,7.9,"2,370",,,,,20-Apr-64
Hans Christian Andersen,112,Biography; Family; Musical,14-Aug-53,Moss Hart; Myles Connolly,Danny Kaye; Farley Granger; Zizi Jeanmaire,,6.7,"1,753","$4,000,000 ","$6,000,000 ",,,14-Aug-53
Scaramouche,115,Action; Adventure; Drama,27-Jun-52,Ronald Millar; George Froeschel,Stewart Granger; Eleanor Parker; Janet Leigh,,7.6,"3,138","$3,500,000 ",,,,27-Jun-52
The Importance of Being Earnest,95,Comedy; Drama,15-Oct-52,,Michael Redgrave; Richard Wattis; Michael Denison,,7.5,"3,180",,,,,15-Oct-52
Road to Bali,91,Comedy; Fantasy; Musical,8-Apr-53,Frank Butler; Hal Kanter,Bing Crosby; Bob Hope; Dorothy Lamour,,6.6,"2,788",,,,,8-Apr-53
Clash by Night,105,Drama; Film-Noir,4-Aug-52,Alfred Hayes; Clifford Odets,Barbara Stanwyck; Paul Douglas; Robert Ryan,,7,"2,889",,,,,4-Aug-52
Hellgate,87,Western,5-Sep-52,John C. Champion; Charles Marquis Warren,Sterling Hayden; Joan Leslie; Ward Bond,,6.9,178,,,,,5-Sep-52
Jack and the Beanstalk,70,Comedy; Family; Fantasy,12-Apr-52,Nathaniel Curtis; Pat Costello,Bud Abbott; Lou Costello; Buddy Baer,,5.7,"1,664","$683,000 ",,,,12-Apr-52
The Crimson Pirate,105,Action; Adventure; Comedy,27-Sep-52,Roland Kibbee,Burt Lancaster; Nick Cravat; Eva Bartok,,7.3,"3,031","$1,850,000 ",,,,27-Sep-52
Othello,90,Drama; Romance,Jun-55,William Shakespeare,Orson Welles; Michel MacLiammir; Robert Coote,,7.7,"3,290",,,,,Jun-55
Angel Face,91,Drama; Film-Noir; Crime,11-Dec-52,Frank S. Nugent; Oscar Millard,Robert Mitchum; Jean Simmons; Mona Freeman,,7.3,"3,196",,,,,11-Dec-52
The Prisoner of Zenda,96,Adventure,14-Nov-52,John L. Balderston; Noel Langley,Stewart Granger; Deborah Kerr; Louis Calhern,,6.9,"1,690",,,,,14-Nov-52
Don't Bother to Knock,76,Drama; Thriller,Aug-52,Daniel Taradash; Charlotte Armstrong,Richard Widmark; Marilyn Monroe; Anne Bancroft,,6.7,"2,680",,,,,Aug-52
Kansas City Confidential,99,Crime; Drama; Film-Noir,11-Nov-52,George Bruce; Harry Essex,John Payne; Coleen Gray; Preston Foster,,7.4,"2,361",,,,,11-Nov-52
Carrie,118,Drama; Romance,31-Oct-52,Theodore Dreiser; Ruth Goetz,Laurence Olivier; Jennifer Jones; Miriam Hopkins,,7.3,"1,099",,,,,31-Oct-52
The Narrow Margin,71,Film-Noir; Thriller,4-May-52,Earl Felton; Martin Goldsmith,Charles McGraw; Marie Windsor; Jacqueline White,,7.7,"3,441","$188,000 ",,,,4-May-52
The Big Sky,140,Drama; Western,19-Aug-52,Dudley Nichols; A.B. Guthrie Jr.,Kirk Douglas; Dewey Martin; Elizabeth Threatt,,7.1,"2,089",,,,,19-Aug-52
Miss Robin Hood,76,Comedy,8-Jun-53,Patrick Campbell; Reed De Rouen,Margaret Rutherford; Richard Hearne; James Robertson Justice,,5.7,75,,,,,8-Jun-53
Son of Geronimo: Apache Avenger,240,Western,6-Nov-52,George H. Plympton; Royal K. Cole,Clayton Moore; Bud Osborne; Tommy Farrell,,7.6,15,,,,,6-Nov-52
On Dangerous Ground,82,Drama; Film-Noir,20-Jun-52,A.I. Bezzerides; A.I. Bezzerides,Ida Lupino; Robert Ryan; Ward Bond,,7.4,"2,804",,,,,20-Jun-52
Sudden Fear,110,Film-Noir; Thriller,Aug-52,Lenore J. Coffee; Robert Smith,Joan Crawford; Jack Palance; Gloria Grahame,,7.5,"1,870","$720,000 ",,,,Aug-52
Le Plaisir,97,Comedy; Drama,19-May-54,Guy de Maupassant; Jacques Natanson,Claude Dauphin; Danielle Darrieux; Jean Gabin,,7.7,"1,590",,,,,19-May-54
The Story of Robin Hood and His Merrie Men,84,Action; Adventure; Family,26-Jun-52,Lawrence Edward Watkin,Richard Todd; Joan Rice; Peter Finch,,6.7,554,,,,,26-Jun-52
With a Song in My Heart,117,Biography; Drama; Musical,4-Apr-52,Lamar Trotti,Susan Hayward; Rory Calhoun; David Wayne,,6.7,654,,,,,4-Apr-52
Against All Flags,83,Action; Adventure; Drama,15-Jan-53,neas MacKenzie; Joseph Hoffman,Errol Flynn; Maureen O'Hara; Anthony Quinn,,6.6,992,,,,,15-Jan-53
Affair in Trinidad,98,Drama; Film-Noir; Thriller,29-Jul-52,Oscar Saul; James Gunn,Rita Hayworth; Glenn Ford; Alexander Scourby,,6.5,814,,,,,29-Jul-52
Pat and Mike,95,Comedy; Romance; Sport,13-Jun-52,Ruth Gordon; Garson Kanin,Spencer Tracy; Katharine Hepburn; Aldo Ray,,6.9,"2,792",,,,,13-Jun-52
5 Fingers,108,Drama; Thriller,22-Feb-52,Michael Wilson; L.C. Moyzisch,James Mason; Danielle Darrieux; Michael Rennie,,7.7,"1,949",,,,,22-Feb-52
Macao,81,Film-Noir; Adventure,30-Apr-52,Bernard C. Schoenfeld; Stanley Rubin,Robert Mitchum; Jane Russell; William Bendix,,6.6,"1,367",,,,,30-Apr-52
The Little World of Don Camillo,107,Comedy,13-Jan-53,Giovanni Guareschi; Julien Duvivier,Fernandel; Gino Cervi; Vera Talchi,,7.5,"2,073",,,,,13-Jan-53
The Big Trees,89,Action; Western,15-Aug-52,John Twist; James R. Webb,Kirk Douglas; Eve Miller; Patrice Wymore,,5.7,730,,,,,15-Aug-52
Big Jim McLain,90,Action; Crime; Drama,30-Aug-52,Stephen Vincent Benet; James Edward Grant,John Wayne; Nancy Olson; James Arness,,4.9,964,"$826,000 ",,,,30-Aug-52
The Sniper,88,Crime; Film-Noir; Drama,9-May-52,Harry Brown; Edna Anhalt,Adolphe Menjou; Arthur Franz; Gerald Mohr,,7,"1,065",,,,,9-May-52
"Come Back, Little Sheba",99,Drama,24-Dec-52,Ketti Frings; William Inge,Burt Lancaster; Shirley Booth; Terry Moore,,7.7,"2,379",,,,,24-Dec-52
Belles on Their Toes,89,Comedy,May-52,Phoebe Ephron; Henry Ephron,Jeanne Crain; Myrna Loy; Debra Paget,,6.4,527,,,,,May-52
Casque d'Or,94,Crime; Drama; Romance,18-Aug-52,Jacques Becker; Jacques Companez,Simone Signoret; Serge Reggiani; Claude Dauphin,,7.8,"2,198",,,,,18-Aug-52
The Member of the Wedding,93,Drama,1954,Carson McCullers; Edna Anhalt,Ethel Waters; Julie Harris; Brandon De Wilde,,6.8,707,,,,,1954
Son of Paleface,95,Comedy; Romance; Western,14-Jul-52,Frank Tashlin; Robert L. Welch,Bob Hope; Jane Russell; Roy Rogers,,6.9,"1,152",,,,,14-Jul-52
Carbine Williams,92,Biography; Crime; Drama,May-52,Art Cohn; Art Cohn,James Stewart; Jean Hagen; Wendell Corey,,6.9,943,,,,,May-52
The Miracle of Our Lady of Fatima,102,Drama,6-Nov-52,Crane Wilbur; James O'Hanlon,Gilbert Roland; Angela Clarke; Frank Silvera,,6.8,503,,,,,6-Nov-52
Bellissima,108,Comedy; Drama,15-May-53,Cesare Zavattini; Suso Cecchi D'Amico,Anna Magnani; Walter Chiari; Tina Apicella,,7.8,"1,521",,,,,15-May-53
Rancho Notorious,89,Drama; Western,1-Mar-52,Daniel Taradash; Silvia Richards,Marlene Dietrich; Arthur Kennedy; Mel Ferrer,,7,"1,935",,,,,1-Mar-52
"Blackbeard, the Pirate",99,Adventure,15-Jul-53,Alan Le May; DeVallon Scott,Robert Newton; Linda Darnell; William Bendix,,6,536,,,,,15-Jul-53
April in Paris,94,Comedy; Musical; Romance,17-Apr-53,Jack Rose; Melville Shavelson,Doris Day; Ray Bolger; Claude Dauphin,,5.7,508,,,,,17-Apr-53
The Battle at Apache Pass,85,Western,Apr-52,Gerald Drayson Adams,John Lund; Jeff Chandler; Beverly Tyler,,6.2,232,,,,,Apr-52
My Cousin Rachel,98,Mystery; Romance; Drama,24-Dec-54,Nunnally Johnson; Daphne Du Maurier,Olivia de Havilland; Richard Burton; Audrey Dalton,,7,833,,,,,24-Dec-54
The Greatest Love,113,Drama,3-Nov-54,Roberto Rossellini; Roberto Rossellini,Ingrid Bergman; Alexander Knox; Ettore Giannini,,7.4,988,,,,,3-Nov-54
The Stooge,100,Comedy; Drama; Musical,31-Dec-52,Fred F. Finklehoffe; Martin Rackin,Dean Martin; Jerry Lewis; Polly Bergen,,6.7,537,,,,,31-Dec-52
We're Not Married!,86,Comedy; Romance,17-Dec-52,Nunnally Johnson; Dwight Taylor,Ginger Rogers; Fred Allen; Victor Moore,,6.3,911,,,,,17-Dec-52
Room for One More,98,Comedy,10-Jan-52,Jack Rose; Melville Shavelson,Cary Grant; Betsy Drake; Lurene Tuttle,,7,764,,,,,10-Jan-52
Fan-Fan the Tulip,102,Adventure; Comedy; Romance,4-May-53,Ren Wheeler; Ren Fallet,Grard Philipe; Gina Lollobrigida; Marcel Herrand,69/100,7.3,"1,373",,,,,4-May-53
Red Planet Mars,87,Drama; Sci-Fi,15-May-52,John L. Balderston; Anthony Veiller,Peter Graves; Andrea King; Herbert Berghof,,5.1,597,,,,,15-May-52
Deadline - U.S.A.,87,Crime; Drama,14-Mar-52,Richard Brooks,Humphrey Bogart; Ethel Barrymore; Kim Hunter,,7.1,"1,127",,,,,14-Mar-52
Breaking the Sound Barrier,109,Drama; Romance; War,21-Dec-52,Terence Rattigan,Ralph Richardson; Ann Todd; Nigel Patrick,,6.9,702,,,,,21-Dec-52
The White Sheik,83,Comedy; Drama; Romance,25-Apr-56,Michelangelo Antonioni; Federico Fellini,Alberto Sordi; Brunella Bovo; Leopoldo Trieste,,7.2,"2,450",,,,,25-Apr-56
Husmandstsen,102,Family,22-Sep-52,Selma Lagerlf; Thomas Olesen Lkken,Grethe Thordahl; Ib Schnberg; Maria Garland,,6.1,15,,,,,22-Sep-52
Stars and Stripes Forever,90,Biography; Music,22-Dec-52,John Philip Sousa; Ernest Vajda,Clifton Webb; Debra Paget; Robert Wagner,,6.9,507,,,,,22-Dec-52
Bela Lugosi Meets a Brooklyn Gorilla,74,Horror; Comedy; Sci-Fi,8-Oct-52,Tim Ryan; Leo 'Ukie' Sherin,Bela Lugosi; Duke Mitchell; Sammy Petrillo,,2.6,"1,000","$50,000 ",,,,8-Oct-52
The Golden Coach,103,Comedy; Drama; Romance,5-Jan-54,Jean Renoir; Jack Kirkland,Anna Magnani; Odoardo Spadaro; Nada Fiorelli,,7.2,"1,261",,,,,5-Jan-54
The World in His Arms,104,Action; Adventure; History,4-Jul-52,Borden Chase; Horace McCoy,Gregory Peck; Ann Blyth; Anthony Quinn,,7,747,,,,,4-Jul-52
The Belle of New York,82,Comedy; Musical; Romance,22-Feb-52,C.M.S. McLellan; Chester Erskine,Fred Astaire; Vera-Ellen; Marjorie Main,,6.1,425,"$2,606,644 ",,"$1,993,000 ",,22-Feb-52
What Price Glory,111,Comedy; Drama; Musical,16-Mar-53,Phoebe Ephron; Henry Ephron,James Cagney; Corinne Calvet; Dan Dailey,,6.2,610,,,,,16-Mar-53
The Star,89,Drama,11-Dec-52,Dale Eunson; Katherine Albert,Bette Davis; Sterling Hayden; Natalie Wood,,7.2,"1,518",,,,,11-Dec-52
The Duel at Silver Creek,77,Western,1-Aug-52,Gerald Drayson Adams; Gerald Drayson Adams,Audie Murphy; Faith Domergue; Stephen McNally,,6.2,505,,,,,1-Aug-52
"Rekrut 67, Petersen",78,Family,7-Aug-52,Arvid Mller; John Olsen,Lily Broberg; Gunnar Lauring; Kate Mundt,,5,47,,,,,7-Aug-52
Sailor Beware,108,Comedy; Musical; Romance,9-Feb-52,James B. Allardice; Martin Rackin,Dean Martin; Jerry Lewis; Corinne Calvet,,6.1,557,,,,,9-Feb-52
Has Anybody Seen My Gal,88,Comedy,8-May-53,Joseph Hoffman; Eleanor H. Porter,Piper Laurie; Rock Hudson; Charles Coburn,,7,600,,,,,8-May-53
The Merry Widow,105,Musical,5-Sep-52,Sonya Levien; William Ludwig,Lana Turner; Fernando Lamas; Una Merkel,,6,293,,,,,5-Sep-52
The Lusty Men,113,Action; Drama; Western,24-Oct-52,David Dortort; Horace McCoy,Susan Hayward; Robert Mitchum; Arthur Kennedy,,7.5,939,,,,,24-Oct-52
Androcles and the Lion,98,Comedy,9-Jan-53,Chester Erskine; Ken Englund,Jean Simmons; Victor Mature; Alan Young,,6.2,353,,,,,9-Jan-53
The Story of Will Rogers,109,Biography; Comedy; Drama,26-Jul-52,Frank Davis; Stanley Roberts,Will Rogers Jr.; Jane Wyman; Carl Benton Reid,,6.6,183,,,,,26-Jul-52
Ruby Gentry,82,Drama; Romance,20-Aug-53,Silvia Richards; Arthur Fitz-Richard,Jennifer Jones; Charlton Heston; Karl Malden,,6.9,645,"$525,000 ",,,,20-Aug-53
Million Dollar Mermaid,115,Biography; Drama; Musical,20-Apr-53,Everett Freeman,Esther Williams; Victor Mature; Walter Pidgeon,,6.2,570,,,,,20-Apr-53
Hangman's Knot,81,Western,15-Nov-52,Roy Huggins,Randolph Scott; Donna Reed; Claude Jarman Jr.,,6.7,558,,,,,15-Nov-52
Zombies of the Stratosphere,167,Action; Sci-Fi,16-Jul-52,Ronald Davidson,Judd Holdren; Aline Towne; Wilson Wood,,5.3,217,"$176,357 ",,,,16-Jul-52
Horizons West,81,Western,11-Oct-52,Louis Stevens,Robert Ryan; Julie Adams; Rock Hudson,,6,315,,,,,11-Oct-52
Secret People,96,Crime; Drama,29-Aug-52,Thorold Dickinson; Joyce Cary,Valentina Cortese; Serge Reggiani; Charles Goldner,,6.4,190,,,,,29-Aug-52
Nous sommes tous des assassins,115,Drama,8-Jan-57,Andr Cayatte; Charles Spaak,Marcel Mouloudji; Raymond Pellegrin; Antoine Balptr,,6.9,157,,,,,8-Jan-57
My Son John,122,Drama,8-Apr-52,Myles Connolly; John Lee Mahin,Helen Hayes; Van Heflin; Dean Jagger,,5.7,318,,,,,8-Apr-52
The Thief,85,Crime; Film-Noir; Drama,15-Oct-52,Clarence Greene; Russell Rouse,Ray Milland; Martin Gabel; Harry Bronson,,6.7,452,,,,,15-Oct-52
Peter Pan,77,Animation; Adventure; Family,5-Feb-53,J.M. Barrie; Ted Sears,Bobby Driscoll; Kathryn Beaumont; Hans Conried,,7.3,"38,767","$4,000,000 ","$29,445,131 ",,G,5-Feb-53
Roman Holiday,118,Comedy; Drama; Romance,2-Sep-53,Ian McLellan Hunter; John Dighton,Gregory Peck; Audrey Hepburn; Eddie Albert,76/100,8.1,"56,580","$1,500,000 ","$5,000,000 ","$12,000,000 ",,2-Sep-53
Stalag 17,120,Comedy; Drama; Thriller,10-Aug-53,Billy Wilder; Edwin Blum,William Holden; Don Taylor; Otto Preminger,,8.1,"30,346","$1,661,530 ","$3,300,000 ","$10,000,000 ",,10-Aug-53
