Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,MPAA,Date
Failure to Launch,97,Comedy; Romance,Peyton Reed,Tom J. Astle; Matt Ember,Matthew McConaughey; Sarah Jessica Parker; Kathy Bates,47,5.5,37630,5.00E+07,8.87E+07,PG-13,10-Mar-06
Rescue Dawn,126,Adventure; Biography; Drama,Dennis Dugan,Werner Herzog,Christian Bale; Steve Zahn; Jeremy Davies,77,7.4,59515,1.00E+07,5490423,PG-13,27-Jul-07
Marie Antoinette,123,Biography; Drama; History,Richard Donner,Sofia Coppola,Kirsten Dunst; Jason Schwartzman; Rip Torn,65,6.3,53640,4.00E+07,1.60E+07,PG-13,20-Oct-06
Penelope,104,Comedy; Fantasy; Romance,Paul Greengrass,Leslie Caveny,Christina Ricci; James McAvoy; Reese Witherspoon,48,6.8,32642,1.50E+07,1.00E+07,PG,29-Feb-08
In the Name of the King: A Dungeon Siege Tale,127,Action; Adventure; Drama,Yimou Zhang,Doug Taylor; Jason Rappaport,Jason Statham; Ron Perlman; Ray Liotta,15,3.8,31042,6.00E+07,4535117,PG-13,11-Jan-08
Saw III,108,Crime; Horror,Neil LaBute,Leigh Whannell; James Wan,Tobin Bell; Shawnee Smith; Angus Macfadyen,48,6.1,95017,1.00E+07,8.02E+07,R,27-Oct-06
Invincible,105,Biography; Drama; Sport,James Gunn,Brad Gann,Mark Wahlberg; Greg Kinnear; Elizabeth Banks,63,7,30151,,5.78E+07,PG,25-Aug-06
"Paris, je t'aime",120,Comedy; Drama; Romance,Darren Lynn Bousman,Emmanuel Benbihy; Bruno Podalyds,Juliette Binoche; Leonor Watling; Ludivine Sagnier,66,7.3,46522,1.30E+07,4857376,R,21-Jun-06
Dreamgirls,130,Drama; Music; Musical,David R. Ellis,Bill Condon; Tom Eyen,Beyonc Knowles; Jamie Foxx; Eddie Murphy,76,6.5,39435,7.00E+07,1.03E+08,PG-13,25-Dec-06
Miami Vice,134,Action; Crime; Drama,Renny Harlin,Michael Mann; Anthony Yerkovich,Colin Farrell; Jamie Foxx; Li Gong,65,5.9,70728,1.35E+08,6.34E+07,R,28-Jul-06
Snakes on a Plane,105,Action; Thriller,Anthony Russo,John Heffernan; Sebastian Gutierrez,Samuel L. Jackson; Julianna Margulies; Nathan Phillips,58,5.7,90675,3.30E+07,3.40E+07,R,18-Aug-06
Evan Almighty,96,Comedy; Family; Fantasy,Michael Bay,Steve Oedekerk; Steve Oedekerk,Steve Carell; Morgan Freeman; Lauren Graham,37,5.4,78430,1.75E+08,1.00E+08,PG,22-Jun-07
Into the Wild,148,Adventure; Biography; Drama,Judd Apatow,Sean Penn; Jon Krakauer,Emile Hirsch; Vince Vaughn; Catherine Keener,73,8.2,227820,1.50E+07,1.84E+07,R,21-Sep-07
Transformers,144,Action; Adventure; Sci-Fi,Richard LaGravenese,Roberto Orci; Alex Kurtzman,Shia LaBeouf; Megan Fox; Josh Duhamel,61,7.1,339093,1.50E+08,3.19E+08,PG-13,3-Jul-07
Superbad,113,Comedy,Sean Penn,Seth Rogen; Evan Goldberg,Michael Cera; Jonah Hill; Christopher Mintz-Plasse,76,7.6,263738,2.00E+07,1.21E+08,R,17-Aug-07
P.S. I Love You,126,Drama; Romance,Greg Mottola,Richard LaGravenese; Steven Rogers,Hilary Swank; Gerard Butler; Harry Connick Jr.,39,6.9,96940,3.00E+07,5.37E+07,PG-13,21-Dec-07
Knocked Up,129,Comedy; Drama; Romance,Ethan Coen,Judd Apatow,Seth Rogen; Katherine Heigl; Paul Rudd,85,7.2,200692,3.00E+07,1.49E+08,R,1-Jun-07
No Country for Old Men,122,Crime; Drama; Thriller,Paul Thomas Anderson,Joel Coen; Ethan Coen,Tommy Lee Jones; Javier Bardem; Josh Brolin,91,8.2,355735,2.50E+07,7.43E+07,R,21-Nov-07
Ratatouille,111,Animation; Comedy; Family,Len Wiseman,Brad Bird; Jan Pinkava,Brad Garrett; Lou Romano; Patton Oswalt,96,8,276112,1.50E+08,2.06E+08,G,29-Jun-07
There Will Be Blood,158,Drama,Jason Reitman,Paul Thomas Anderson; Upton Sinclair,Daniel Day-Lewis; Paul Dano; Ciarn Hinds,92,8.1,226092,2.50E+07,4.02E+07,R,25-Jan-08
The Bourne Ultimatum,115,Action; Crime; Thriller,Brad Bird,Tony Gilroy; Scott Z. Burns,Matt Damon; dgar Ramrez; Joan Allen,85,8.1,287386,1.10E+08,2.27E+08,PG-13,3-Aug-07
Live Free or Die Hard,128,Action; Crime; Thriller,Francis Lawrence,Mark Bomback; Mark Bomback,Bruce Willis; Justin Long; Timothy Olyphant,69,7.3,236035,1.10E+08,1.35E+08,PG-13,27-Jun-07
Harry Potter and the Order of the Phoenix,138,Adventure; Family; Fantasy,David Yates,Michael Goldenberg; J.K. Rowling,Daniel Radcliffe; Emma Watson; Rupert Grint,71,7.4,212029,1.50E+08,2.92E+08,PG-13,11-Jul-07
Zodiac,157,Crime; Drama; Mystery,Danny Boyle,James Vanderbilt; Robert Graysmith,Jake Gyllenhaal; Robert Downey Jr.; Mark Ruffalo,78,7.7,169151,6.50E+07,3.31E+07,R,2-Mar-07
Spider-Man 3,139,Action; Adventure; Fantasy,Paul Greengrass,Sam Raimi; Ivan Raimi,Tobey Maguire; Kirsten Dunst; Topher Grace,59,6.3,225149,2.58E+08,3.37E+08,PG-13,4-May-07
The Bucket List,97,Adventure; Comedy; Drama,Sam Raimi,Justin Zackham,Jack Nicholson; Morgan Freeman; Sean P. Hayes,42,7.4,117881,4.50E+07,9.35E+07,PG-13,11-Jan-08
Shooter,124,Action; Crime; Drama,Steven Soderbergh,Jonathan Lemkin; Stephen Hunter,Mark Wahlberg; Michael Pea; Rhona Mitra,53,7.1,152301,6.10E+07,4.70E+07,R,23-Mar-07
Juno,96,Comedy; Drama; Romance,David Fincher,Diablo Cody,Ellen Page; Michael Cera; Jennifer Garner,81,7.6,271176,7500000,1.43E+08,PG-13,25-Dec-07
I Am Legend,101,Drama; Sci-Fi; Thriller,Gore Verbinski,Mark Protosevich; Akiva Goldsman,Will Smith; Alice Braga; Charlie Tahan,65,7.1,299974,1.50E+08,2.56E+08,PG-13,14-Dec-07
American Gangster,157,Biography; Crime; Drama,Ridley Scott,Steven Zaillian; Mark Jacobson,Denzel Washington; Russell Crowe; Chiwetel Ejiofor,76,7.8,214055,1.00E+08,1.30E+08,R,2-Nov-07
Pirates of the Caribbean: At World's End,169,Action; Adventure; Fantasy,Antoine Fuqua,Ted Elliott; Terry Rossio,Johnny Depp; Orlando Bloom; Keira Knightley,50,7,275724,3.00E+08,3.09E+08,PG-13,25-May-07
Stardust,127,Adventure; Family; Fantasy,Ben Affleck,Jane Goldman; Matthew Vaughn,Charlie Cox; Claire Danes; Sienna Miller,66,7.7,147040,7.00E+07,3.86E+07,PG-13,10-Aug-07
Atonement,123,Drama; Mystery; Romance,Matthew Vaughn,Ian McEwan; Christopher Hampton,Keira Knightley; James McAvoy; Brenda Blethyn,85,7.8,129146,3.00E+07,5.09E+07,R,4-Jan-08
Hitman,89,Action; Crime; Drama,Edgar Wright,Skip Woods,Timothy Olyphant; Dougray Scott; Olga Kurylenko,35,6.2,94304,2.40E+07,3.97E+07,R,21-Nov-07
Enchanted,107,Comedy; Family; Fantasy,Joe Wright,Bill Kelly,Amy Adams; Susan Sarandon; James Marsden,75,7.2,94681,8.50E+07,1.28E+08,PG,21-Nov-07
Hot Fuzz,121,Action; Comedy,Quentin Tarantino,Edgar Wright; Simon Pegg,Simon Pegg; Nick Frost; Martin Freeman,81,7.9,212935,&#163;8000000,2.36E+07,R,14-Feb-07
Gone Baby Gone,114,Crime; Drama; Mystery,Xavier Gens,Ben Affleck; Aaron Stockard,Morgan Freeman; Ed Harris; Casey Affleck,72,7.8,120947,1.90E+07,2.03E+07,R,19-Oct-07
Shrek the Third,93,Animation; Adventure; Comedy,Kirsten Sheridan,William Steig; Andrew Adamson,Mike Myers; Cameron Diaz; Eddie Murphy,58,6,126081,1.60E+08,3.21E+08,PG,18-May-07
28 Weeks Later,100,Horror; Sci-Fi; Thriller,Oren Peli,Rowan Joffe; Juan Carlos Fresnadillo,Jeremy Renner; Rose Byrne; Robert Carlyle,78,7,134772,,2.86E+07,R,11-May-07
1408,104,Horror; Thriller,Ash Brannon,Matt Greenberg; Scott Alexander,John Cusack; Samuel L. Jackson; Mary McCormack,64,6.8,139726,2.50E+07,7.20E+07,PG-13,22-Jun-07
The Mist,126,Horror; Sci-Fi; Thriller,Mark Steven Johnson,Frank Darabont; Stephen King,Thomas Jane; Marcia Gay Harden; Laurie Holden,58,7.3,141464,1.80E+07,2.56E+07,R,21-Nov-07
3:10 to Yuma,122,Action; Crime; Drama,Juan Carlos Fresnadillo,Halsted Welles; Michael Brandt,Russell Crowe; Christian Bale; Ben Foster,76,7.8,162479,5.50E+07,5.36E+07,R,7-Sep-07
Blades of Glory,93,Comedy; Sport,Tim Burton,Jeff Cox; Craig Cox,Will Ferrell; Jon Heder; Amy Poehler,64,6.3,84219,6.10E+07,1.18E+08,PG-13,30-Mar-07
Ocean's Thirteen,122,Crime; Thriller,Jaume Balaguer,Brian Koppelman; David Levien,George Clooney; Brad Pitt; Matt Damon,62,6.8,156548,8.50E+07,1.17E+08,PG-13,8-Jun-07
Paranormal Activity,86,Horror; Mystery,Michael Haneke,Oren Peli,Katie Featherston; Micah Sloat; Mark Fredrichs,68,6.4,121976,15000,1.08E+08,R,16-Oct-09
Sunshine,107,Adventure; Sci-Fi; Thriller,Kevin Lima,Alex Garland,Cillian Murphy; Rose Byrne; Chris Evans,64,7.3,124031,&#163;26000000,3675753,R,5-Apr-07
Sweeney Todd: The Demon Barber of Fleet Street,116,Drama; Horror; Musical,Russell Mulcahy,John Logan; Hugh Wheeler,Johnny Depp; Helena Bonham Carter; Alan Rickman,83,7.5,185616,5.00E+07,5.29E+07,R,21-Dec-07
Ghost Rider,114,Action; Fantasy; Thriller,Gabor Csupo,Mark Steven Johnson; Mark Steven Johnson,Nicolas Cage; Eva Mendes; Sam Elliott,35,5.2,118058,1.10E+08,1.16E+08,PG-13,16-Feb-07
Bridge to Terabithia,96,Adventure; Drama; Family,Chris Miller,Jeff Stockwell; David Paterson,Josh Hutcherson; AnnaSophia Robb; Zooey Deschanel,74,7.2,66241,2.10E+07,8.23E+07,PG,16-Feb-07
National Treasure: Book of Secrets,124,Action; Adventure; Mystery,Julian Gilbey,Marianne Wibberley; Cormac Wibberley,Nicolas Cage; Diane Kruger; Justin Bartha,48,6.5,119984,1.30E+08,2.20E+08,PG,21-Dec-07
The Golden Compass,113,Adventure; Family; Fantasy,James Mangold,Chris Weitz; Philip Pullman,Nicole Kidman; Daniel Craig; Dakota Blue Richards,51,6.1,102121,1.80E+08,7.01E+07,PG-13,7-Dec-07
Fracture,113,Crime; Drama; Mystery,Adam Shankman,Daniel Pyne; Glenn Gers,Anthony Hopkins; Ryan Gosling; David Strathairn,68,7.1,89913,,3.90E+07,R,20-Apr-07
Rush Hour 3,91,Action; Comedy; Crime,Robert Zemeckis,Jeff Nathanson; Ross LaManna,Jackie Chan; Chris Tucker; Max von Sydow,44,6,74584,1.40E+08,1.40E+08,PG-13,10-Aug-07
August Rush,114,Drama; Music,David Silverman,Nick Castle; James V. Hart,Freddie Highmore; Keri Russell; Jonathan Rhys Meyers,38,7.4,57676,3.00E+07,3.17E+07,PG,21-Nov-07
Hannibal Rising,121,Crime; Drama; Thriller,Juan Antonio Bayona,Thomas Harris; Thomas Harris,Gaspard Ulliel; Rhys Ifans; Li Gong,35,6,56540,5.00E+07,2.77E+07,R,9-Feb-07
Resident Evil: Extinction,94,Action; Horror; Sci-Fi,Craig Gillespie,Paul W.S. Anderson,Milla Jovovich; Ali Larter; Oded Fehr,41,6.2,100926,4.50E+07,5.00E+07,R,21-Sep-07
30 Days of Night,113,Horror; Thriller,Robert Rodriguez,Steve Niles; Stuart Beattie,Josh Hartnett; Melissa George; Danny Huston,53,6.6,95887,3.20E+07,3.96E+07,R,19-Oct-07
Disturbia,105,Drama; Mystery; Thriller,David Cronenberg,Christopher Landon; Carl Ellsworth,Shia LaBeouf; David Morse; Carrie-Anne Moss,62,6.9,134126,2.00E+07,8.02E+07,PG-13,13-Apr-07
Good Luck Chuck,96,Comedy; Drama; Fantasy,Chris Weitz,Josh Stolberg; Steve Glenn,Dane Cook; Jessica Alba; Dan Fogler,19,5.5,54884,2.50E+07,3.49E+07,R,21-Sep-07
The Simpsons Movie,87,Animation; Adventure; Comedy,Mikael Hfstrm,James L. Brooks; Matt Groening,Dan Castellaneta; Julie Kavner; Nancy Cartwright,80,7.4,179015,7.50E+07,1.83E+08,PG-13,27-Jul-07
Lars and the Real Girl,106,Comedy; Drama,Peter Hedges,Nancy Oliver,Ryan Gosling; Emily Mortimer; Paul Schneider,70,7.4,74299,1.20E+07,5972884,PG-13,25-Oct-07
Eastern Promises,100,Crime; Mystery; Thriller,Rob Reiner,Steven Knight,Naomi Watts; Viggo Mortensen; Armin Mueller-Stahl,82,7.7,133746,&#163;25000000,1.69E+07,R,21-Sep-07
Mr. Brooks,120,Crime; Drama; Mystery,David Slade,Bruce A. Evans; Raynold Gideon,Kevin Costner; Demi Moore; William Hurt,45,7.4,88029,2.00E+07,2.85E+07,R,1-Jun-07
Hairspray,117,Comedy; Musical; Romance,D.J. Caruso,Leslie Dixon; John Waters,John Travolta; Queen Latifah; Nikki Blonsky,81,6.8,65317,7.50E+07,1.19E+08,PG,20-Jul-07
Grindhouse,191,Action; Horror; Thriller,Steve Hickner,Robert Rodriguez; Rob Zombie,Kurt Russell; Rose McGowan; Danny Trejo,77,7.7,117674,5.30E+07,2.50E+07,R,6-Apr-07
Dan in Real Life,98,Comedy; Drama; Romance,Julie Taymor,Pierce Gardner; Peter Hedges,Steve Carell; Juliette Binoche; Dane Cook,65,6.8,64172,2.50E+07,4.76E+07,PG-13,26-Oct-07
Beowulf,115,Animation; Action; Adventure,Peter Webber,Neil Gaiman; Roger Avary,Ray Winstone; Crispin Glover; Angelina Jolie,59,6.3,103721,1.50E+08,8.22E+07,PG-13,16-Nov-07
Mr. Magorium's Wonder Emporium,93,Comedy; Family; Fantasy,Richard LaGravenese,Zach Helm,Natalie Portman; Dustin Hoffman; Jason Bateman,48,6.1,23913,,3.21E+07,G,16-Nov-07
Death at a Funeral,90,Comedy,Robert Rodriguez,Dean Craig,Matthew Macfadyen; Peter Dinklage; Ewen Bremner,67,7.3,63123,9000000,8579684,R,19-Jul-07
Bee Movie,91,Animation; Adventure; Comedy,Andrew Dominik,Jerry Seinfeld; Spike Feresten,Jerry Seinfeld; Rene Zellweger; Matthew Broderick,54,6.2,66296,1.50E+08,1.27E+08,PG,2-Nov-07
Meet the Robinsons,95,Animation; Adventure; Comedy,Joel Schumacher,Jon Bernstein; Michelle Bochner,Daniel Hansen; Wesley Singerman; Angela Bassett,61,6.8,38263,,9.78E+07,G,30-Mar-07
Across the Universe,133,Drama; Musical; Romance,Akiva Schaffer,Dick Clement; Ian La Frenais,Evan Rachel Wood; Jim Sturgess; Joe Anderson,56,7.4,68865,7.31E+07,2.43E+07,PG-13,12-Oct-07
Shoot 'Em Up,86,Action; Comedy; Crime,Frank Oz,Michael Davis,Clive Owen; Monica Bellucci; Paul Giamatti,49,6.8,100072,3.90E+07,1.28E+07,R,7-Sep-07
The Game Plan,110,Comedy; Family; Sport,Bruce A. Evans,Nichole Millard; Kathryn Price,Dwayne Johnson; Kyra Sedgwick; Madison Pettis,44,6.1,26982,2.20E+07,9.06E+07,PG,28-Sep-07
Alvin and the Chipmunks,92,Animation; Comedy; Family,Julian Schnabel,Jon Vitti; Will McRobb,Jason Lee; David Cross; Cameron Richardson,39,5.2,35424,6.00E+07,2.17E+08,PG,14-Dec-07
I Now Pronounce You Chuck &amp; Larry,115,Comedy; Romance,Tim Story,Barry Fanaro; Alexander Payne,Adam Sandler; Kevin James; Jessica Biel,37,6,83673,8.50E+07,1.20E+08,PG-13,20-Jul-07
The Diving Bell and the Butterfly,112,Biography; Drama,Tim Hill,Ronald Harwood; Jean-Dominique Bauby,Mathieu Amalric; Emmanuelle Seigner; Marie-Jose Croze,92,8,61648,,5990075,PG-13,23-May-07
The Assassination of Jesse James by the Coward Robert Ford,160,Biography; Crime; Drama,Lee Tamahori,Andrew Dominik; Ron Hansen,Brad Pitt; Casey Affleck; Sam Shepard,68,7.6,96161,3.00E+07,3904982,R,30-Nov-07
Michael Clayton,119,Crime; Drama; Mystery,Dennis Dugan,Tony Gilroy,George Clooney; Tilda Swinton; Tom Wilkinson,82,7.3,98808,2.50E+07,4.90E+07,R,12-Oct-07
Freedom Writers,123,Biography; Crime; Drama,Sidney Lumet,Richard LaGravenese; Freedom Writers,Hilary Swank; Imelda Staunton; Patrick Dempsey,64,7.4,33981,2.10E+07,3.66E+07,PG-13,5-Jan-07
Dead Silence,89,Horror; Mystery; Thriller,Bobby Farrelly,Leigh Whannell; James Wan,Ryan Kwanten; Amber Valletta; Donnie Wahlberg,34,6,37475,2.00E+07,1.68E+07,R,16-Mar-07
Wild Hogs,100,Action; Adventure; Comedy,Mark Helfrich,Brad Copeland,Tim Allen; Martin Lawrence; John Travolta,27,5.9,72209,,1.68E+08,PG-13,2-Mar-07
Awake,84,Crime; Mystery; Thriller,Brett Ratner,Joby Harold,Hayden Christensen; Jessica Alba; Terrence Howard,33,6.4,45975,8600000,1.44E+07,R,30-Nov-07
The Heartbreak Kid,116,Comedy; Romance,Tony Gilroy,Scot Armstrong; Leslie Dixon,Ben Stiller; Michelle Monaghan; Malin Akerman,46,5.8,52367,,3.68E+07,R,5-Oct-07
The Kingdom,110,Action; Drama; Thriller,Peter Berg,Matthew Michael Carnahan,Jamie Foxx; Chris Cooper; Jennifer Garner,56,7,75110,7.00E+07,4.75E+07,R,28-Sep-07
Fantastic 4: Rise of the Silver Surfer,92,Action; Fantasy; Sci-Fi,Michael Davis,Don Payne; Mark Frost,Ioan Gruffudd; Jessica Alba; Chris Evans,45,5.6,125760,1.30E+08,1.32E+08,PG,15-Jun-07
Next,96,Action; Sci-Fi; Thriller,Mike Binder,Gary Goldman; Jonathan Hensleigh,Nicolas Cage; Julianne Moore; Jessica Biel,42,6.1,83750,7.00E+07,1.80E+07,PG-13,27-Apr-07
War,103,Action; Crime; Thriller,Josh Gordon,Lee Anthony Smith; Gregory J. Bradley,Jet Li; Jason Statham; Nadine Velazquez,36,6.1,50228,2.50E+07,2.25E+07,R,24-Aug-07
We Own the Night,117,Crime; Drama; Thriller,Mike Nichols,James Gray,Joaquin Phoenix; Mark Wahlberg; Eva Mendes,59,6.9,55613,2.10E+07,2.76E+07,R,12-Oct-07
The Orphanage,105,Drama; Mystery; Thriller,James Gray,Sergio G. Snchez,Beln Rueda; Fernando Cayo; Roger Prncep,74,7.5,81329,,7159147,R,11-Jan-08
Surf's Up,85,Animation; Comedy; Family,Rob Zombie,Don Rhymer; Ash Brannon,Shia LaBeouf; Zooey Deschanel; Jon Heder,64,6.8,36549,8.50E+07,5.89E+07,PG,8-Jun-07
Hot Rod,88,Comedy,Philip G. Atwell,Pam Brady,Andy Samberg; Isla Fisher; Ian McShane,43,6.5,39526,,1.39E+07,PG-13,3-Aug-07
Epic Movie,86,Adventure; Comedy,Tom Shadyac,Jason Friedberg; Aaron Seltzer,Kal Penn; Jennifer Coolidge; Fred Willard,17,2.3,68837,2.00E+07,3.97E+07,PG-13,26-Jan-07
Teeth,94,Comedy; Horror; Thriller,Walt Becker,Mitchell Lichtenstein,Jess Weixler; John Hensley; Josh Pais,57,5.6,23358,,347578,R,3-Apr-08
Premonition,96,Drama; Fantasy; Mystery,Mitchell Lichtenstein,Bill Kelly,Sandra Bullock; Julian McMahon; Amber Valletta,29,5.7,43414,2.00E+07,4.79E+07,PG-13,16-Mar-07
Reign Over Me,124,Drama,James Foley,Mike Binder,Adam Sandler; Don Cheadle; Jada Pinkett Smith,61,7.5,66229,2.00E+07,1.97E+07,R,23-Mar-07
Funny Games,111,Crime; Drama; Thriller,Wes Anderson,Michael Haneke,Naomi Watts; Tim Roth; Michael Pitt,44,6.4,45838,1.50E+07,1294640,R,4-Apr-08
Halloween,109,Horror,Neil Jordan,Rob Zombie; John Carpenter,Scout Taylor-Compton; Malcolm McDowell; Tyler Mane,47,6,61732,1.50E+07,5.83E+07,R,31-Aug-07
I'm Not There.,135,Biography; Drama; Music,Marc Lawrence,Todd Haynes; Oren Moverman,Christian Bale; Cate Blanchett; Heath Ledger,73,6.9,36193,2.00E+07,4017609,R,28-Nov-07
The Darjeeling Limited,91,Adventure; Comedy; Drama,Paul Haggis,Wes Anderson; Roman Coppola,Owen Wilson; Adrien Brody; Jason Schwartzman,67,7.1,82482,1.75E+07,1.19E+07,R,26-Oct-07
Hostel: Part II,93,Horror,Andy Fickman,Eli Roth; Eli Roth,Lauren German; Heather Matarazzo; Bijou Phillips,46,5.4,49009,1.00E+07,1.75E+07,R,8-Jun-07
Walk Hard: The Dewey Cox Story,96,Comedy; Drama; Music,Amy Heckerling,Judd Apatow; Jake Kasdan,John C. Reilly; Jenna Fischer; David Krumholtz,63,6.6,42370,3.50E+07,1.83E+07,R,21-Dec-07
The Condemned,113,Action; Thriller,Todd Haynes,Scott Wiper; Rob Hedden,Steve Austin; Vinnie Jones; Nathan Jones,23,6,33046,,3489,R,27-Apr-07
Charlie Wilson's War,102,Biography; Comedy; Drama,Colin Strause,Aaron Sorkin; George Crile,Tom Hanks; Julia Roberts; Philip Seymour Hoffman,69,7.1,65740,7.50E+07,6.66E+07,R,21-Dec-07
The Babysitters,88,Drama,Joe Nussbaum,David Ross,Lauren Birkell; Paul Borghese; Chira Cassel,35,5.8,4496,,40677,R,13-May-11
The Dark Knight,152,Action; Crime; Drama,Christopher Nolan,Jonathan Nolan; Christopher Nolan,Christian Bale; Heath Ledger; Aaron Eckhart,82,9,921868,1.85E+08,5.35E+08,PG-13,18-Jul-08
Twilight,122,Drama; Fantasy; Romance,Catherine Hardwicke,Melissa Rosenberg; Stephenie Meyer,Kristen Stewart; Robert Pattinson; Billy Burke,56,5.2,236346,3.70E+07,1.93E+08,PG-13,21-Nov-08
Taken,93,Action; Crime; Thriller,Pierre Morel,Luc Besson; Robert Mark Kamen,Liam Neeson; Maggie Grace; Famke Janssen,50,7.9,293350,2.50E+07,1.45E+08,PG-13,30-Jan-09
Iron Man,126,Action; Adventure; Sci-Fi,Jon Favreau,Mark Fergus; Hawk Ostby,Robert Downey Jr.; Gwyneth Paltrow; Terrence Howard,79,7.9,368497,1.40E+08,3.18E+08,PG-13,2-May-08
Forgetting Sarah Marshall,111,Comedy; Drama; Romance,Marc Forster,Jason Segel,Kristen Bell; Jason Segel; Paul Rudd,67,7.2,146909,3.00E+07,6.29E+07,R,18-Apr-08
Pineapple Express,111,Action; Comedy; Crime,Andrew Stanton,Seth Rogen; Evan Goldberg,Seth Rogen; James Franco; Gary Cole,64,7,147823,2.70E+07,8.73E+07,R,6-Aug-08
WALLE,98,Animation; Adventure; Family,Mark Osborne,Andrew Stanton; Pete Docter,Ben Burtt; Elissa Knight; Jeff Garlin,94,8.5,378530,1.80E+08,2.24E+08,G,27-Jun-08
Gran Torino,116,Drama,Clint Eastwood,Nick Schenk; Dave Johannson,Clint Eastwood; Bee Vang; Christopher Carley,72,8.2,318533,3.30E+07,1.48E+08,R,9-Jan-09
Quantum of Solace,106,Action; Adventure; Crime,Kevin Smith,Paul Haggis; Neal Purvis,Daniel Craig; Olga Kurylenko; Mathieu Amalric,58,6.7,199684,2.00E+08,1.68E+08,PG-13,14-Nov-08
Step Brothers,98,Comedy,Adam McKay,Will Ferrell; Adam McKay,Will Ferrell; John C. Reilly; Mary Steenburgen,51,6.7,125728,6.50E+07,1.00E+08,R,25-Jul-08
Jumper,88,Action; Adventure; Sci-Fi,David Wain,David S. Goyer; Jim Uhls,Hayden Christensen; Samuel L. Jackson; Jamie Bell,35,5.9,152283,8.50E+07,8.02E+07,PG-13,14-Feb-08
The Incredible Hulk,112,Action; Sci-Fi; Thriller,Peyton Reed,Zak Penn; Zak Penn,Edward Norton; Liv Tyler; Tim Roth,61,6.9,188928,1.50E+08,1.35E+08,PG-13,13-Jun-08
Yes Man,104,Comedy; Romance,Kathryn Bigelow,Nicholas Stoller; Jarrad Paul,Jim Carrey; Zooey Deschanel; Bradley Cooper,46,6.8,170980,7.00E+07,9.77E+07,PG-13,17-Dec-08
Role Models,99,Comedy,Danny Boyle,Timothy Dowling; W. Blake Herron,Paul Rudd; Seann William Scott; Elizabeth Banks,60,6.9,128807,2.80E+07,6.73E+07,R,7-Nov-08
Kung Fu Panda,90,Animation; Action; Adventure,Nicholas Stoller,Jonathan Aibel; Glenn Berger,Jack Black; Ian McShane; Angelina Jolie,73,7.6,170216,1.30E+08,2.15E+08,PG,6-Jun-08
Slumdog Millionaire,120,Drama; Romance; Thriller,Ben Stiller,Simon Beaufoy; Vikas Swarup,Dev Patel; Freida Pinto; Saurabh Shukla,86,8.1,376355,1.50E+07,1.41E+08,R,23-Jan-09
The Curious Case of Benjamin Button,166,Adventure; Drama; Fantasy,Louis Leterrier,Eric Roth; Eric Roth,Brad Pitt; Cate Blanchett; Tilda Swinton,70,7.8,278878,1.50E+08,1.28E+08,PG-13,25-Dec-08
The Hurt Locker,131,Drama; Thriller; War,Gabriele Muccino,Mark Boal,Jeremy Renner; Anthony Mackie; Brian Geraghty,94,7.7,192990,1.50E+07,1.70E+07,R,10-Oct-08
The House Bunny,97,Comedy; Romance,Adam Brooks,Karen McCullah Lutz; Kirsten Smith,Anna Faris; Colin Hanks; Emma Stone,55,5.4,39677,,4.82E+07,PG-13,22-Aug-08
The Boy in the Striped Pajamas,94,Drama; History; War,Timur Bekmambetov,John Boyne; Mark Herman,Asa Butterfield; David Thewlis; Rupert Friend,55,7.8,64816,1.25E+07,9030581,PG-13,28-Nov-08
Wanted,110,Action; Crime; Thriller,David Fincher,Michael Brandt; Derek Haas,Angelina Jolie; James McAvoy; Morgan Freeman,64,6.7,200940,7.50E+07,332816,R,27-Jun-08
Tropic Thunder,107,Action; Comedy,Guy Ritchie,Justin Theroux; Ben Stiller,Ben Stiller; Jack Black; Robert Downey Jr.,71,7,196435,9.20E+07,1.10E+08,R,13-Aug-08
In Bruges,107,Comedy; Crime; Drama,Paul W.S. Anderson,Martin McDonagh,Colin Farrell; Brendan Gleeson; Ciarn Hinds,67,8,202167,1.50E+07,7757130,R,18-Apr-08
"Definitely, Maybe",112,Comedy; Drama; Romance,David Gordon Green,Adam Brooks,Ryan Reynolds; Rachel Weisz; Abigail Breslin,59,7.1,84159,,3.20E+07,PG-13,14-Feb-08
Zack and Miri Make a Porno,101,Comedy; Romance,Sanaa Hamri,Kevin Smith,Seth Rogen; Elizabeth Banks; Craig Robinson,56,6.7,105050,3.00E+07,3.15E+07,R,31-Oct-08
Seven Pounds,123,Drama,Mark Herman,Grant Nieporte,Will Smith; Rosario Dawson; Woody Harrelson,36,7.5,149889,5.50E+07,7.00E+07,PG-13,19-Dec-08
Hancock,92,Action; Fantasy,Doug Liman,Vincent Ngo; Vince Gilligan,Will Smith; Charlize Theron; Jason Bateman,49,6.5,193877,1.50E+08,2.28E+08,PG-13,2-Jul-08
RocknRolla,114,Action; Crime; Thriller,Martin McDonagh,Guy Ritchie,Gerard Butler; Tom Wilkinson; Idris Elba,53,7.3,127598,1.80E+07,5694401,R,31-Oct-08
Bolt,96,Animation; Adventure; Comedy,Jeff Wadlow,Dan Fogelman; Chris Williams,John Travolta; Miley Cyrus; Susie Essman,67,7,85164,1.50E+08,1.14E+08,PG,21-Nov-08
